user_id,num_levels_completed,unique_levels_completed,returns,total_time_played,active_time,abtest_value
jg6DS13LYmXwitmKTiwBLsB2gCn2XYagfhU8iYTh,0,0,0,30,30,2
JhlIjSs2PQ5XaaWZZ0KIYgGKpl2cpa48rqQKijN8,7,7,0,270,270,1
JLDdpr3MnEBkOwoBRWvRHF7lbdeATWTCIxQ8YUUm,0,0,0,30,30,2
jlx9qkRleV6eCwOynZM6BgrhyaTO24ymp5vPpmbD,2,2,0,90,90,1
JM0Bn7BqtHux8k9mXvW5YSMJ9NRMjHc2tcEQjfhN,0,0,0,0,0,-1
JPgCmCvKsKgZm1wTKH1kLqBsswGiPtDyjTaFwGqY,9,9,0,870,780,2
jtMUGoAHER0D4qS30TVACFxl9xpA6ljpP5kvuUd8,3,3,0,60,60,1
ju6Td2z2eILWnrbUtI9TWqvVXqzp4ogoSmh5pR8D,0,0,0,0,0,1
jUN5yZsV39ClJpvoMbnPs3tv0kN3uLdNF0Td0l93,4,4,0,90,90,1
jwmlpOh9Ga38GPoD1eFH26eaGifJX2zgyWCYKU7r,10,10,0,630,630,1
jz6Af05HGcaM4Dm60DqKYk0UqQ5Dmq2F09gfalXR,7,7,0,120,120,2
K1zPQUsUxdRCak8F0yl704izUYUZhF82GIRwCkra,6,6,0,120,120,2
Kbflq48ClWsL4Yrq75eKvYyhO2XnwUGg5WCw0K8m,6,6,0,90,90,2
KKCRIRz8BevetAcQZPjY14mM53PUp7zaSb2B3BKF,7,7,0,330,330,1
KkNE4EWKRypdhufiLvwfJ0rTJPKg73wSojwsYtdQ,5,5,0,180,180,1
krGxpgwXrhDuZYyEAoiMrnJ9M1Xx5SQpjxWJOtGg,5,5,0,90,90,2
KwEDxDU0nDdnt2boxYgn8OPLND3lvyog52UCGPC4,6,6,0,150,150,2
KwEwYRvEYFWHu6KiUnjW6M1EnIGibrAVYesX6XB4,2,2,0,60,60,1
kxOcrZ1wjwK56Lm6iAS2pGeg8iveQrubZinqioXB,6,6,0,150,150,1
L0DYa46mxPnxk2c4xos887s6tjQ2vPmhP0gZ5mlC,14,12,5,510,510,1
l0GiwbnHjf9CG3WaDOxBj2c1Ubq2Zy5kzLC5WZMg,8,8,0,180,180,2
L0PmMKXueJO7qxlLP3gsxxWiuvgRRszCtpZfaXJo,12,12,0,1020,840,2
l72evLOSgaORUrmORn2SmGBOsvdDr4MMbP0HAOzQ,6,6,1,210,210,2
lDwhoc7MDE1gqlY2IIpmtr5I4fsETHGfkcxJoEv1,6,6,0,600,600,1
le1CrURvzwKbz08X3SdyfLY0u5Z1dnFyBHb3B3za,7,7,0,420,420,2
lguR4TZ7ub5RTfEFmvy8QJGq1TQOVCWgTq7Xk75O,2,2,0,90,90,1
lHJgsXco09sWbAd9OJIBz0i2ZXs8MfX8XGpqEBOE,8,8,0,330,330,1
lkxeptbI3bWZaVYtUxcxsjPT1rr5eTDzdbODEZlH,6,6,0,120,120,1
LlPSntqRqdiMK8XszylrMYFMvfxoDfVoALhXeIPF,0,0,0,0,0,1
lqnW3OEqfDIvU3FWsogjuUCz54FU433qurnxf1Xu,10,7,4,5910,810,1
lukFtRbdZaq1UxttMHeudVcSnp5aPRNal8PP012Z,11,11,0,360,360,1
lWcYdi80FU5pxSGgA6StKRE1mXV78vxurJsE2AFI,0,0,0,0,0,1
lwSA13Bw5SSYD9S0XfiVr8n5XCDwqzRM6Jm7NXDS,0,0,0,30,30,1
lxAkr7DsLNh2QCQwG1DceLbGgguGhGqCe1XG9A8U,7,7,0,240,240,1
LXk583DYFBIJF3dNYOVRW6xcExrwEoSqldvtg9sW,0,0,0,0,0,2
Lyc0k7JRIABCu2CVwSMwrx3XEWSPCotnWFogN88w,6,6,0,420,420,1
m7oByeChEy6HYKJWkbf8i9Mi0kMTPaEbh2MQhp7W,7,7,0,330,330,2
mbJYLNvc5FoJi7EmodTeXit7w3EltxKQJtOuhkGn,0,0,0,0,0,1
mbklRd24cdgYScPOAqFhEVYfahhe750thlP9yReK,6,6,0,210,210,2
McQuMpkUo1Zy5VbsZdbkxrENNGOxi2W5eNA1cUWA,11,10,4,390,390,1
McZWUrXNEqONHNBPhy4MqQeWI9mJnkK9xJ5rb3fP,3,3,0,180,150,2
mFQ0e6cBVfQoEs3TjaA31Z49crrt7FJtkAuyGHaC,0,0,0,0,0,1
mH6U3gtyhQ5kJNJivmGCwGRmanlHdIczqituzW3R,6,6,0,360,360,2
MjMkKQeeWmJAAHKaV18GemUH1RI4OewByjVia9x6,6,6,0,120,120,1
mkJhPOMrz3azBppcBEMjUusIpc9IFU92fTj4H5vh,8,8,1,660,630,1
mLajaZqIVoGDCpxusSsXrQpYtXFThSoEEyXOyoxu,7,7,0,180,180,2
MPGDhaa06B1BP63TXWs35NYW26OnKXnwN3a4ek5l,10,10,0,360,360,1
mpjkRJqeLTbPicbdQGQKgAfKUA6abm8yMsSDbjRX,6,6,0,150,150,1
mpxWJD1k95kBkN51YJPAHIE3v5EVQvGdUeaEScY1,1,1,0,90,90,2
Mr5uPYbryylFZWZwSDYhQiA5k4HNXowJQBeFzp78,1,1,0,60,60,1
MUo2eX8VdcZTE54hCANEdzVXeYIdXulJoJMDGUyU,3,3,0,90,90,2
mvkC0YKYN7A3zy3sJF0umSNr3CXLApkXUFAVDkTq,7,7,0,750,720,2
mvSJIa76cmnV58SCxS7lrHnQk8fkfyGC3ylMJtTW,9,9,0,270,270,1
mXPBK6dAgYLnvLhKelKeoGJM5FXBIvy5snGcuUNL,12,12,0,510,480,1
n0I8DRtBNJ65XzoezWXFiFDi1cupUZKi0sqEjUf7,2,2,0,60,60,1
N2qUApDQzfo8Dvmy0MPQmt3WdL7wzMamPBhq1VhA,2,2,0,90,90,1
nC4CCOtcUTRLHFbCXH10KXlgetliCgcZThCv55IZ,7,7,0,300,300,1
ndcaCMdTbpVLQcktUofino3a6eMGGVI39UeLHrFT,9,9,0,390,390,2
nGR8BRGSPh7wVO1DBIrWqVHCZet0CWH0Cz8eqO7f,11,11,1,540,540,1
NH3bxuPZqvFCJoygxTEhWfXjinwp7tmVbq6IUVIk,5,5,0,90,90,2
NIRJqbmZ2QzvJlkysZRJpJndeyXWyHKmqB6RMsQP,5,5,0,60,60,1
NmoAdWQzdLcdX5ag6m1Y2cTHJUfDU5fIsEiFA9eO,6,6,0,120,120,2
nN0qSeuR4e6E5sAWL25Tz9Lq43sEpuaNhaeaoI1t,0,0,0,0,0,2
NO6asm6GNMA07gOttaMmeoCUSVBnaKZXz681seHg,1,1,0,60,60,1
NPMmvB7GPIUoK3nLje4a20EhQjOpcGi0w5m1GuIw,7,7,0,120,120,1
nQPBomIiwG40PmQI1gy16LCspeRRI2F5SvHhRpzo,0,0,0,30,30,2
nTsb6fQm4GAAwA7gfYhy7qykuPw1p14NUwY0LPnQ,1,1,1,60,60,1
nttFevtEfQvwe7KdJMMnr5sCpnW1xKEUd8AsD46T,5,5,0,120,120,1
O0F4rFoKdouEPuZWaXyHI5T6sejOWM3KMJPepeYC,6,6,0,270,240,1
O3IfeH1vD8BvOBJz152wXNTeM3ntzpYntHDHpFc2,7,7,0,150,150,2
oe3nws9KnEzppvtybRhsiBII0uDjXlxlzAJ62SRq,3,3,0,60,60,1
OEN3g28nFjldKnz5bA91FUFL7GfPJ5zyKnB1pJo5,7,7,0,150,150,1
oGwfB2riw2meEmTtBvH5BTHLUmZ7oLjNrP23Stmo,11,11,1,810,750,1
oi7u14fEKlz8K48zmRIdaB7hfmAp9Oxx7F19JgNt,9,9,0,221670,960,2
oJh26JYRgH5di7xf7hE5qoZ1zF02yKIXt00zKYr1,7,7,0,330,330,1
ojHfVBeBKd2dpXSzRcYjVaeEfdav5L2t4JIZkWB5,3,3,0,270,180,1
osDWAQwyDbQEfpLApc3lJgUWNAJFqzcO2QLCGhbk,5,5,0,120,120,2
otJzrKgEe1oWNRu4k1LImaWvezXdMPobi7LKR2o6,6,6,0,150,150,1
ovTZGvHoHoHH6TklsjmTesoMM7EJuiFSNzSt5zRN,7,7,0,570,570,1
ow2DL7z4vqofP80JnEJSTmpSbrXZ8ZDxvFahNJmj,12,12,0,570,450,2
OwJByxkPW6WNy53ioszMN8oOl8V5jxa73TIBr3qn,6,6,0,120,120,1
oxSVyHxSFNZ94bk3cnvcBq1uCdcZ0GvpdolM5SFK,7,7,0,150,150,2
P52RUZu03LVhm4X2JB98EFFb8CgOaqEZvHRqHmrK,7,7,0,450,390,1
p8xw8jv6IM2FWTXZhymBbofSycrPD1B3a8zjs4qa,6,6,0,150,150,1
p9YPWfa5ZorG8i9ZfZtjuOdEE7u9aArAKpqHFBNE,2,2,0,90,90,2
pa7WrgukSDxVHPaSEF99mEhuNhV9IEr7Oz4fPyAH,6,6,0,210,210,1
Panuxvd5aGcW034QkENZqcL8vnnRLvBBFZ5cujiE,0,0,0,0,0,1
pBE8Tk5ekbSJQ5wGVp2fHFlGQk1q49RuKwDDQIRa,6,6,0,150,150,1
pd1VqGmoKt71GXNO7aKdGRzgd3J4ZpkoDmj42FsN,4,4,0,180,180,2
pexYwrbHxgTkme2pvApa5Gjj48BgSZkieShLjtsR,6,6,0,120,120,1
PGj9waY6buBfoeNU2aODCkx9ichf2tjS9D1GNZNY,15,13,3,2580,810,2
pGtUm6c01k0D1o2diMZcItBmRNheHKQ6rk1NrdOt,4,4,0,90,90,2
ph8vFclEPJpshntnJOVomu40WVeFIqU8I2EoeZ24,3,3,0,90,90,2
phCKpThSDL82Xd1VddcwS5orki9AIk37CGS1z9Tc,1,1,0,636930,90,1
PMnkvry8dbbxdCLQuq1kUajN93UoYqwNdT8IlHQz,0,0,0,30,30,2
PoBN2Ep3hfGNNikgNcdGokvipgp1YF1N3CB6g09x,9,9,0,270,270,2
pSDhELoNxakiQfux7u6AEgtpsuSbADZ0vChaoGXV,0,0,0,0,0,1
pU8XMKaARznoZZHoQJEMDVif5kfNv2eVWmSI72iZ,7,7,0,270,270,2
PWzAAGhWFtmYcxApRooVlt3V7vfVu0yjW8UxPbtu,7,7,0,120,120,2
PZ7yxvgLz6Lm9BRqsZuUuOJ4hZWfjKs8KzHi5X3F,0,0,0,90,90,1
q8yOQM3lQxmqViPddX770a6ySsScy2eYaNN0AQmq,12,12,0,1260,870,1
qbjxd0SWgHRwgpaTLY62Xu0mc23nd9HDl1by14uh,0,0,0,0,0,2
qcSqNQOlGBWrIilD5ao38vVxY0FSF3r5fkw2bkoR,2,2,1,90,90,2
qh6zgnUxnv9vYZWs0mroOgOSXV4SJG5aYcKfAENX,1,1,0,60,60,2
qiwAnBX4HhqNyMWtJorulHeb6jtB2EEtWb3kN1ou,1,1,0,30,30,2
QKejlAJATBt6ojnrqUpDaXwD1v8F5PXVzceVMXwG,0,0,0,30,30,1
qKNbHTHjNkai2lsj62U0HuoTqji0bmRC6FNOyu7l,3,3,1,120,120,2
QocDeN4LHT23H7MWqJ4HJOxsApRvur9lPmZ494PR,9,9,0,300,300,1
QoU9wjZNZThKawsRn5KSVGWEq7gYdWj4kdeRxdFw,7,7,1,1380,1080,2
qPSbFugsk75FjHbuyG77NvtRHP8ULn9cc2nSwElR,12,12,0,450,450,1
qRiJYCbEhqE7A4ruXbW1xlXMVzlW9uPAm8klLw03,9,9,0,480,480,1
qs53FPGxUXrejJWxqx1JITaCRN3jBht2Kz6poMXi,3,3,0,60,60,2
QTMADhk9ZDnfFpP8tFbtFXnbiviJFBpvvb68tqit,0,0,0,0,0,2
qwpImfFBjbU9huzfbPDVPlyOtz5PlLULhkuEzagS,0,0,0,0,0,1
qybI3RxkOvXfWPsXpZ3tzd8Iy5G7nfTON4xRV4cK,7,7,0,450,450,1
R0HXORxa2vRfVKFHNWenaptBP7e0eYP6Yx3NpBXr,14,13,2,1380,1260,1
R0J8kvTKFBlTiFFyVL8I2bIRsxYEQh3HiNQCiJnY,12,12,0,450,450,2
r1BEl4lNOTIsppoBE1HULwrziqjNOq5fsGTNLfBz,10,10,0,630,390,1
r3KdGHrvPgdNyoPWRG3gEb7KyOWDd1gF51TLIkhx,6,6,0,3090,870,1
R4AMMFXBByDCot6Ndl9RuFKJ9476duB4zbQmROXt,7,7,0,150,150,2
R4ppfETvuuCAAq5AtDdAsLXC7bHNGVRxZgWfVQLp,1,1,0,30,30,1
rdaXvIBHWZyMb7JJfpwHsKLynh6DtEGVSRSnzu4w,7,7,0,120,120,1
rDbiaLnZ0gp1GYrFSKuEfPthGaYUwT0XwbfHXCGX,0,0,0,0,0,1
RdM5BtNqE9knpOl0L15rm2XnEVdj3lUVzH0bbNBP,0,0,0,0,0,2
rdRX7BbhbC8x2cUdYCHaXGAGHkZfx72ZkUWsw8KI,7,7,0,240,240,2
RDtaovjLHiT0nMMHcjfU1OrjGvMj1vhT8L3xgnjY,7,7,0,180,180,1
rlr9jqsP5PSjiva1fSkvltUZV5SQ61TymkHFL9vQ,1,1,1,150,150,1
rqQuNGAarHJ5vscuUa98pYaBC68aLWzcnpHa6ilx,0,0,0,0,0,2
rsnrcSLi2Zya735mahA9VRxOcbKKfq8GTv85oUnq,2,2,0,60,60,2
rSUupm88wwiqlf3IJvkEpMILHxrOEEr5wmAVJI4g,9,9,0,390,390,1
RTThaYOenpgjESepNPstT9nTfk1R2FMUzFbKEZZ1,0,0,0,90,90,1
RuxK3NP7EJrDnrs35IZU6IZMEVJD8jIZOfJR2yZH,5,5,0,180,180,1
rzBmQh35DS2GqBn51RfJv1dBwelJsAoU90g0ij6W,9,9,0,360,360,1
rZPBirDtkpfMr8bwiKErKeqJ0M0AW9yn8oZrPCUa,6,6,0,420,390,1
s13U1c3kSvI0y3ZOPTKXURx4dFVdX3kq4nl6zors,5,5,0,60,60,1
s14uXwKDccnZBgC3mVspph854WUEt6GW8Lq5hbIt,2,2,0,60,60,2
s1ljKcWmUMVG7kpwwdtGmZZ3xEw730Zv1lOMxL9s,0,0,0,0,0,2
S3Kv2v0GfLwoUiD5EifWwJQEO2L37iBZlmvoRw47,6,6,0,390,390,1
saeEkTpRstWvHImxhJuicfa2iCgBSxClHR01KpSc,13,13,8,330,330,1
sAiAiJSAtLod8jLKUkJLViNNHFlGTIrmiKWBtPbW,10,10,0,510,510,1
SFzOv4gwxmn5vcUmmNNFGlwJEC1rIuvBa4qG8GdG,6,6,0,120,120,1
SgH3jaUOEA1ALlQIERIhqaLDlXBbtammq4qKfkyT,13,10,1,2490,2220,1
SHHhG1NhIkwdeSm1TDHK7rU1o4TYR0iKH02o1PFJ,11,11,0,570,570,2
sIptDooiRGue3TyhbAlfUymGdQ91W28oLxSoVhHM,1,1,0,90,90,2
Sir65oEDcUXTs5SyoN5edvgb6nHDyQ7r8zxeYbRa,6,6,0,90,90,1
sIVOGS3HWt7DyIOoB189rQeqFw5TG7K8QFWwy0eu,1,1,0,60,60,2
sj1Lys4KaHvnvCYQ836Lsu0ze3WcNPdf9f1IH5sS,0,0,0,0,0,1
sj7s8YvTzD8QbdZJ4v35Z2lTkB3Uo2ZRm6ju5OoF,9,9,0,390,390,2
SjETjSwuKS01fqh3sJECWvlehoRvImnAF2uYU1sE,0,0,0,0,0,1
Sm7mGIlKds9DR4cBJAGfqyxo28VlK56CseZ8WlTa,6,6,0,150,150,1
sMkwOcn8ZUR91FY18O0d1T1YodtxC8X4ViAKuYSt,0,0,0,60,60,1
snabNMLcow6VHFc3w9eLV5tXRa29zvv1SGdFtYSS,1,1,0,90,90,1
snwvupl0bKuZxZ3yGxrrF8feCuanZxRrVoWpNipY,12,12,0,960,840,2
SPDdwsTR2iScG2rbQhARcvMDGwhn3qtWf69Mz3DB,5,5,0,60,60,1
sqYOq87j9SgGOAZCS062zkQdpQlf4SexjdlJms3v,0,0,0,90,90,1
Sr7aNW80ulQ7NsrtHF7bLL3d6se6xWHqoPBbLKcg,7,7,0,150,150,2
sRzsLTWTXQS6yDStsUfduKrLFMIuCZM4RmxCftwc,3,3,0,30,30,1
SSf057LupsuvZuI0gH6XkSYE5ZLwl5edXte3BZx1,6,6,0,180,180,1
SSyPMHLOka76lguJzBExf2mAfkEykIEdBc2nUNbf,6,6,0,210,210,1
Svw0K0D6l0nrDLuw2wbIbawtulbwVgPOLmPwmsDI,7,7,0,510,510,2
sw7xE2NlE338oZkmA820gsA2a6DIdkfGQmevp1Q3,5,5,0,90,90,1
SWUD47FLSDC2oXIs7B5Bh8ATfYUQcos4kmHpunbn,0,0,0,570,60,2
SxlnG0UEZcEhYluRf07jurn832aBVDhNaDbRD5vC,0,0,0,120,120,2
SxUQUbC0mtYsLnSWaSfj0GKxgd7z8sv1ZpSUAvUW,0,0,0,0,0,1
SZvARp0IPcqAWCfqoyetQpNlbiek1ABUA7vswvam,9,9,0,360,330,1
T1Mu1Rr4mzpWu6mve1OEsj77bJwRFUXyVK3XCv2Y,0,0,0,30,30,1
t7eLOXAzjmIE4SNe8pSXQrD8g8WuntqRAFDpCdZV,0,0,0,30,30,2
t825VjgRSs1ZKDsgqSLGGKr2cBZNe9JHhMNd634Y,2,2,0,120,120,1
TA7SV6SuPTXsZEIGYPo9bGvyv69hVLXPl5HhbzL1,6,6,0,690,660,2
TaZt3MmOpLS2BXrSnTlGunJAOvaIoC2iM2LQO7Ee,4,4,0,180,180,1
tgKSg9I2kIsbx55u48cMCl2w3op6XhdqyYjP71Rr,12,12,0,420,420,2
tJOI0i46tBb0AUAgdKS6qdKE8JEXkAIOkxxlPBrj,2,2,0,30,30,2
TlrdSJdPukSwT8YShBRsgkr2F4aSj6wdsYqkHEab,0,0,0,0,0,1
TlugNOf45GFOoEQCIauXzkUpYTgejBycX3tKSJPX,9,9,0,450,450,2
Tow4hsxG8OSKeyBIaY3xM1uwOQ8qwC7p0Dui51Ze,7,7,0,270,270,2
TPefzepSitEZ4ftAtjKeEurLCVf7Gp5AfjPPyfHQ,2,2,0,90,90,2
TrbkkfHJWYPAKD1Y0UYquoBJLqsO9jx3KIn4Y4OU,0,0,0,60,60,1
trWuIA1DRZkJpOZxiKmTvApEMdTsRZwlqtP94QMV,11,10,3,840,750,2
Tw8IWEjTsf9oahYAGO1x4M2LgH0Qva1oG97COrwg,0,0,0,0,0,1
twZJzYrJ6WLEZc9okVK9fMdxlrNQh9xLGwvfuWZB,7,7,0,330,330,2
TxWx0c9ZEtZKl0KkOlhndF3EesSkd8K6FGEGTOGy,6,6,0,270,270,2
u1Hagwhg6QafU9VDRc165v7Mv016PO5kPNv6jMmq,14,12,5,2190,1200,1
U39xybfu3BVmGKdomcFnG10HRfYNLvqGzzd8LtCO,9,9,0,570,570,1
uB3ErJo6pj4GxPldTOPn3OgCF3CviJPNlTsMCQT2,3,3,0,60,60,2
uDNEOgbKLYFzTUrVl4dX6MrqsZsE2UDxxrbmHn6s,8,8,0,300,300,2
UeIMsIUce0M3gKH1jOO86fd2XMXicrH7FqT88Nkm,4,4,0,90,90,2
uFWHszQgFjD5AyaDzokqUX5Hh4fhhLDLrztU8jaO,6,6,0,150,150,2
uhdwjs407XsiY6oMlyYO9hyS8GSMcRUH98dsAitH,1,1,0,90,90,2
uHtxpEsmgie1x3dN08ftkEkKwET2MVWhDpO24hok,7,7,0,150,150,1
uI4t8dY0FbjusHbYwYZRSZFxQDHZVmkq5oUeCSfh,7,7,0,120,120,2
uisE8PJollk0cu5RPpw0tpuGmW5e4HUzZmd8cXwy,6,6,0,150,150,2
UJRxEhHqnOxzJtaQbBzx5fyM1TPy1StVBktgCaH0,6,6,0,150,150,1
uNEloRp9YeX3A5Q7lGgz376nnFaxta9XXOimGIwE,11,11,0,300,300,1
UOblpjC50N5HkpEWXbr1lAs8BjFxnOUhC6D2pg7q,7,7,0,180,180,1
UOsMkbJvVKRO9FANOO7wxsT4ydCaxApspSeJ3YfY,8,8,0,240,240,2
uqx4mO7MYyqACGavSDmRn5sDSbsz3Idx8LBuzIhx,6,6,0,210,210,1
uSgkLDIawJE2HE4eTgN9xLCwhTESopuShLc3oVdV,6,6,0,120,120,1
UxbDWW0r34DlpJR7BilMDigBhAD1BgcvOo9Kl9bo,1,1,0,60,60,2
v0uFFnvFL0lx1ZwRKymw4ivUSlHt8x3ExxkdVQSH,6,6,0,420,420,1
v5HHr5pCI65jujgW9GuHuNreVaS5C938fLQHQgky,12,12,0,570,570,2
V8h8eeSBbMd1PTHu7tyfRD5QTF6inQaiYsrcHjOS,6,6,0,150,150,2
VAvf6KPhc8w7ZgTTQQF9DVzv5rvX3tzZ34eaP3r1,5,5,0,240,240,2
vcup8OrAGsACDOx7OfEbspcrcw5IZLbuYFU7ulIa,2,2,0,90,90,2
vdboNLK8VmpSgItQklsV2VY9m5XAgQXL49aRUU0Q,5,5,0,150,150,1
VdTD5mpHVaVF60XBQIK5Zx4VmDytZ6aUj3ypqX7m,10,10,0,600,600,1
VFJ9Yc7XSCskkMMOA6GOSrgCaIOtlXKgCtpBFxyy,10,10,0,330,330,2
vhaZuhFDhshaY5toyrYnIvOnDZqCzws4ND4iVJVc,3,3,0,90,90,2
VkdyO4W2cG0c3mg0Ax1idXN0hzECfcbbwpJkuFnH,7,7,0,330,330,1
vmUT01XL9iKp5JTaJXoUh3hqvvlp782DuXxvYuh7,6,6,0,150,150,1
VpchGRDdIkVJ1uqJ74ZE3aL7jEzy49d0zphfgVtZ,7,7,0,330,330,2
VQ2mjpQdGYF5jel7vcZgCUohmd8HISzEJB031QhH,5,5,0,90,90,2
Vwyf2vCcsbMD4dN5UZYr5ZKHbujtGWjBtSRwntIQ,5,5,0,90,90,1
vX9bskFqu94vrNfveQRBmHRHzlQ8MUuhRDtjY8Kt,6,6,0,2156820,810,1
W3PyBkWhtPA7eaxaW3tEspC4KXQWzGWwJM4k70CA,7,7,0,150,150,1
w6TfBEvT9hQ6rHpJUCdtt0Rf0AWqCDv8Jpol4Ued,1,1,0,90,90,1
w8EdjWr7r02GP5vysJbAeUCR22Xw0acwiQKCNbKe,5,5,0,210,210,1
W8zvhREwFjqLd0Na262mPS5VT0KDtYxp66UoYzUD,1,1,0,90,90,1
wbO5nJo8HlhBaIT8soH3IcyzHAgYRlcnw1tULR2t,7,7,0,1170,600,2
wBq0DvI19bR9YnFAbXl4HUC069wie7XKJnLmTuo2,7,7,0,150,150,1
wcH2hvDaXYUNYY3xdCH7d8nWN8VAbIzIVgLcLpnJ,0,0,0,0,0,2
wczJITI47y5OaaA6m1xiOJCxGtjQiVyO77xP1gU8,8,8,0,330,330,2
wFjEDjbA4NFPmMuwxB5npPksgIWil4uRKNvn7GYb,0,0,0,0,0,2
WhvSglnEo7sX2cc203PWvwWnmaHrV1ZSjvKAQ7ef,9,9,0,480,480,2
wQfh2wGTruTvScD1TeS7aWCkEyRgYy4vokMrQtli,2,2,0,150,150,1
wQz2uHdyOo9KkCuzDpFHTu5mtTtJ0lOxcozG5MfU,7,7,0,450,390,1
WSno15Up7SQIq4EV8vbQhpvCb4nv5Rj2KHqMMkbU,1,1,0,60,60,2
wSvzW5h5wLVt5QFP14RwqK4NzNLVAn27gxHcCZi8,10,10,0,690,690,2
wsWcqMXKQNCkrNpbe7AUx3SO49VqDeU9HRm8EjTu,5,5,0,120,120,2
wV6yGNmvoVgGdL2cQRBWLNafadyttcXZ74xORTjf,10,10,0,720,720,2
wVIY01XO7NyhoPB6z15swbHQkquAZnvwieuifr7n,6,6,0,1470,570,1
wVRboE2drVw5JL92gqSv43aylx9j5K5CGWN5BQj2,0,0,0,0,0,2
wvzcmPt5G7Rcgz9uOE1L6kcKl9Hn3wrA21MpRgvy,5,4,0,180,180,1
wwE1px5cutiZxR5XPPVOrRKuHoer7mmES0GhxLt1,8,8,0,1530,750,2
WxpevT6Vr228Dw8PMq9kEMRneTBgv8QrGgFbaM6B,0,0,0,60,60,1
WyKvR5lBl4GGEcAOhRvryHsQursdKwUH4FdVKyx5,7,7,0,360,330,2
x0nFFMKy9qD0rXk3M8nH8YjKKadrToDqo064NQCW,2,2,0,90,90,1
x3duEKm7nvqLM4cU8luEZM1S1kj8jDlQHzlljHsH,7,7,0,210,210,1
X3T2pk8zinNSumuILsmZklSEVRmgCjYznRBNbJmu,6,6,0,150,150,2
XaD7HRoxUlM7j44SK2GjOdjp0DBZTqGRAjYibnQ5,1,1,0,60,60,2
Xb3MXN4a6jL6HNs0Y25lmjEoX8H58zY6K2SIQXSW,6,6,0,270,270,1
XcE29Vxj3frSwxqyV1tsDhx42Dm9WkrUx6XG1uZ5,6,6,0,180,180,2
xhgnGXGTsQIePupKotP9GyqZHvF9b78Ioo55mMYO,3,3,0,60,60,2
xIS3gAl33fwgxTkRcVYUCZpZlvDM4rjCabFrL0uP,0,0,0,30,30,1
xIXNhN46UQ1r60inJEhQJ76CdrOJuFK2nIPFwUMq,1,1,0,30,30,1
xlLtroDUjG2MUWzqu8MqubyFZq6xKq8hMTLdho8A,12,12,0,3690,1440,1
xnmSB5gnviJTqzOWl4RGqP9nJO0F83SGqfy2lOpR,0,0,0,90,90,1
XNUkMWZTHcfyGeQCE00UJWwQDOImxHEuvyPhvObd,9,9,0,1140,1140,2
XPLz70DDUZ8lRkWd2YGd9gQjWrqJSsyQhkqpk32f,6,6,0,150,150,1
XqHrKfb8SgGahb8JAJ5F60ArFvCGqPanfRO0608Y,5,5,0,120,120,2
xrvWIZPYdXSHxNZVHaPXEOno4UepHQjehPa0O0Y1,7,7,0,150,150,2
XTHF6Q8lUwvWAC1ZntHVMg07UtXVEJ4BCMgJDp5x,1,1,0,90,90,1
XuN43EYYKc1C2ErpLSmPmFJp49DBIM6GgTLkyJii,0,0,0,0,0,1
xvsi4lS9bysSr0ogtJV2CPb6uNadGi7dOAwSWo17,11,11,0,630,630,1
XZ6ZpjILwm37V9EpIEkZBrw7zyS51e2Yd9YDsGpZ,0,0,0,90,90,2
xzWCNVXpVQrc5X9xWv7ny19rYjpDQI6ni306YXvU,12,12,0,570,570,2
Y0h6x2OGR60rpMQI8onDBs7zMGlvYpXWpf3WiSD9,0,0,0,30,30,1
Y3qWWiW1SRpo6aykz087ddOiwJOSjwyizYewhbx9,12,12,0,540,510,1
y7pwyBZ78viKzzD2V1kOl1EUOfBcq8hYfGvOiuVq,0,0,0,0,0,2
yg0FToFduu9clbWitPBLFldfTVzj2CnATogNMV0g,12,12,0,690,660,2
yGHCNwOmnCWYJyjJt11AXh585oEcrYl0F3CtzrPW,9,9,0,4170,1350,2
yGmm5XcSdi9O0vXwZSK1S1Bvf8v2TKRrreOwb1pp,1,1,0,60,60,1
Ygq02meTdN5FEM7V7aCsxR2IJYJqiVvhcWheiw8w,0,0,0,0,0,2
YKhvuUtC1tsb95mH9E781KJ3KfCU2MN0x4w1ZZD0,5,5,0,420,390,2
yLEMJsbjju7w2PrMK283dv6Cl89BVvKuhph1Sslb,6,6,0,210,210,2
ypLjzaSl9C6ovUaGg4Zbd54uwF991A5A0RTA1MWb,0,0,0,0,0,2
yrmMX4YWfi6uIzKag0GhhT8Wdh74JwtiXQ5VV3Sa,1,1,0,30,30,1
yRrnW8ohFCaCaqBEgPiJEPBaYNmA2ZAAR2YNan4Q,1,1,0,60,60,2
YSOazb2wnmraErZJNpf2A7dKuTW3pB9nuYy39Bzw,4,4,1,390,390,2
yT2geqyxAc1a4m2UL5ktHJxndLNBUqSsjUJxli4W,4,4,0,90,90,1
YUa2ZxP3GlvgsRwkJc3oilYRCTG7FjcEdnGdVwgC,4,4,0,90,90,2
Z3k69wvJJolho98tXlUTlTrZXDTFRhGQl0Xvwseg,0,0,0,0,0,2
Z6q9euZU4ST4tZvK27vxQiZ2DWsKKvzKC0TRuTLz,7,6,0,330,330,1
Z7CMs3MT0jIW69dZryJfvYFpSKO0BhSAoumRy9Ky,8,8,0,270,270,2
z8eZB6t3yEumlVtQ0tvoK1GRpmGGXd9xlnxWu003,9,9,0,720,600,1
